frm,to,wt
155619,116316,0
155619,239178,0
155619,385938,0
155619,389190,0
156440,3840,0
156440,66078,0
156440,83009,0
156440,237620,0
156440,345895,0
157326,22945,0
157326,31716,0
157326,33563,0
157326,56684,0
157326,61965,0
157326,131469,0
157326,202900,0
157326,304367,0
157326,316378,0
159614,79327,0
159614,111084,0
159614,172870,0
159614,197578,0
159614,264321,0
159614,279324,0
159614,279871,0
159614,286261,0
159614,319297,0
159614,373935,0
159614,381371,0
159614,381741,0
159614,388851,0
159614,402610,0
160187,8787,0
160187,22945,0
160187,117947,0
160187,178348,0
160187,182164,0
160187,215183,0
160187,316378,0
160187,363390,0
160187,397483,0
160302,33125,0
160302,63335,0
160302,97479,0
160302,136845,0
160302,164412,0
160302,305908,0
160302,324900,0
160302,414388,0
160723,5735,0
160723,20399,0
160723,222473,0
160723,243486,0
160723,261498,0
160723,326937,0
160723,369714,0
160723,393721,0
160907,12442,0
160907,19758,0
160907,63460,0
160907,216756,0
160907,218483,0
160907,229900,0
160907,232034,0
160907,233344,0
160907,235592,0
160907,313830,0
160907,361748,0
160907,424868,0
164412,33125,0
164412,63335,0
164412,97479,0
164412,160302,0
164412,194592,0
164412,305908,0
166671,41062,0
166671,131552,0
166671,174540,0
166671,215183,0
166671,240801,0
166671,248988,0
166671,297878,0
166671,359588,0
166671,414288,0
166780,48571,0
166780,97371,0
166780,103973,0
166780,127935,0
166780,170819,0
166780,254001,0
166780,256818,0
166780,299662,0
166780,312763,0
166780,421954,0
166952,4791,0
166952,10620,0
166952,20416,0
166952,82338,0
166952,113062,0
166952,130091,0
166952,229393,0
166952,231345,0
166952,237395,0
166952,255954,0
166952,262971,0
166952,271274,0
166952,371724,0
168120,113344,0
168120,116316,0
168120,219581,0
168120,278926,0
168120,323683,0
168120,324678,0
168120,385938,0
168120,389190,0
168120,407255,0
168120,408596,0
169022,104362,0
169022,114518,0
169022,223984,0
169022,302430,0
169022,339369,0
169022,344722,0
169022,346944,0
169022,347593,0
169425,19822,0
169425,45395,0
169425,60033,0
169425,131552,0
169425,151655,0
169425,174540,0
169425,256551,0
169425,288010,0
169425,327697,0
169425,347882,0
169425,358829,0
169425,437053,0
169933,56080,0
169933,129531,0
169933,179540,0
169933,367653,0
170819,32613,0
170819,48571,0
170819,48812,0
170819,97371,0
170819,103973,0
170819,166780,0
170819,233595,0
170819,254001,0
170819,256818,0
170819,299662,0
170819,312763,0
170819,421954,0
171062,35417,0
171062,45865,0
171062,108654,0
171062,151336,0
171062,204363,0
171062,225449,0
171062,252241,0
171062,260895,0
171062,352093,0
172870,79327,0
172870,111084,0
172870,159614,0
172870,185195,0
172870,197578,0
172870,202377,0
172870,211138,0
172870,279324,0
172870,319297,0
172870,350259,0
172870,373935,0
172870,381371,0
172870,402610,0
172957,44910,0
172957,138856,0
172957,149468,0
172957,190639,0
172957,205827,0
172957,229402,0
172957,280806,0
172957,358467,0
172957,364121,0
172957,375581,0
172957,397367,0
174540,19822,0
174540,45395,0
174540,60033,0
174540,107311,0
174540,131552,0
174540,151655,0
174540,166671,0
174540,169425,0
174540,256551,0
174540,347882,0
174540,358829,0
176825,48255,0
176825,68285,0
176825,126392,0
176825,181329,0
176825,195897,0
176825,219757,0
176825,264868,0
176825,378939,0
176825,403244,0
176825,409233,0
178348,1117,0
178348,8787,0
178348,35592,0
178348,160187,0
178348,182164,0
178348,207995,0
178348,209635,0
178348,363390,0
178348,414288,0
179173,22945,0
179173,40346,0
179173,61965,0
179173,202900,0
179173,272036,0
179173,304367,0
179173,393446,0
179383,2209,0
179383,49547,0
179383,52049,0
179383,128574,0
179383,329985,0
179383,337011,0
179383,348496,0
179383,349721,0
179383,383567,0
179383,417868,0
179394,50342,0
179394,81357,0
179394,93774,0
179394,194685,0
179394,234784,0
179394,240844,0
179394,337011,0
179394,365950,0
179394,420200,0
179540,52049,0
179540,56080,0
179540,81357,0
179540,108596,0
179540,129531,0
179540,169933,0
179540,305103,0
179540,351726,0
179540,365950,0
179540,367653,0
179956,22945,0
179956,117947,0
179956,143573,0
179956,215183,0
179956,272036,0
179956,282944,0
179956,297878,0
179956,308323,0
179956,393446,0
180710,329312,0
181329,48255,0
181329,126392,0
181329,176825,0
181329,219757,0
181329,264321,0
181329,282061,0
181329,318617,0
181329,358494,0
181329,381741,0
181329,388851,0
181329,403244,0
181377,9199,0
181377,62082,0
181377,107478,0
181377,152708,0
181377,191269,0
181377,212809,0
181377,221472,0
181377,281168,0
181377,282133,0
181377,304261,0
181377,344859,0
182164,1117,0
182164,8787,0
182164,35592,0
182164,160187,0
182164,178348,0
182164,209635,0
182164,215183,0
182164,363390,0
182164,397483,0
185195,20416,0
185195,75455,0
185195,79327,0
185195,82338,0
185195,111084,0
185195,172870,0
185195,197578,0
185195,211138,0
185195,231345,0
185195,237395,0
185195,247732,0
185195,255954,0
185195,279324,0
185195,319297,0
185825,72213,0
185825,102059,0
185825,131469,0
185825,149113,0
185825,314796,0
185825,421035,0
187423,79961,0
187423,256368,0
187423,273276,0
187423,297114,0
187423,345323,0
187423,417570,0
188397,2269,0
188397,103990,0
188397,138819,0
188397,146679,0
188397,152331,0
188397,226374,0
188397,240844,0
188397,378887,0
188661,83621,0
188661,95209,0
188661,151775,0
188661,246000,0
188661,273276,0
188661,367017,0
188661,425051,0
188661,434175,0
189436,93254,0
189436,128328,0
189436,264321,0
189436,279871,0
189436,286261,0
189436,318617,0
189436,355604,0
189436,358494,0
189436,376727,0
189436,381741,0
190189,191012,0
190189,251633,0
190189,361220,0
190189,425401,0
190639,4693,0
190639,10755,0
190639,44910,0
190639,62111,0
190639,75281,0
190639,109488,0
190639,138856,0
190639,149468,0
190639,172957,0
190639,208934,0
190639,282434,0
190639,361092,0
190639,394796,0
190639,420967,0
191012,143026,0
191012,190189,0
191012,257645,0
191012,425401,0
191269,2759,0
191269,9199,0
191269,21874,0
191269,62082,0
191269,181377,0
191269,196876,0
191269,212809,0
191269,281168,0
191269,282133,0
191269,304261,0
192605,62889,0
192605,87836,0
192605,100402,0
192605,320493,0
192747,27473,0
192747,43379,0
192747,127682,0
192747,129332,0
192747,139693,0
192747,206270,0
192747,243486,0
192747,418136,0
193265,26166,0
193265,211688,0
193265,214289,0
193265,266390,0
193265,308629,0
193265,333186,0
193265,394101,0
193265,406463,0
194357,2479,0
194357,20188,0
194357,85846,0
194357,132495,0
194357,218362,0
194357,264093,0
194357,310863,0
194592,164412,0
194592,305908,0
194592,319410,0
194592,343961,0
194685,50342,0
194685,56080,0
194685,81357,0
194685,93774,0
194685,179394,0
194685,234784,0
194685,240844,0
195897,48255,0
195897,68285,0
195897,75455,0
195897,126392,0
195897,176825,0
195897,219757,0
195897,247732,0
195897,264868,0
195897,378939,0
195897,388851,0
195897,403244,0
195897,409233,0
196876,2759,0
196876,62082,0
196876,93323,0
196876,191269,0
196876,205827,0
196876,293862,0
196876,304261,0
196876,381124,0
197578,46977,0
197578,79327,0
197578,111084,0
197578,159614,0
197578,172870,0
197578,185195,0
197578,202377,0
197578,279324,0
197578,286261,0
197578,315175,0
197578,350259,0
197578,373935,0
197578,381371,0
197578,402610,0
199326,1558,0
199326,36712,0
199326,52795,0
199326,66513,0
199326,86669,0
199326,93323,0
199326,93933,0
199326,136475,0
199326,204618,0
199326,236464,0
199326,252404,0
199326,267670,0
199326,341644,0
200540,141434,0
200540,212081,0
200540,327120,0
200540,426537,0
200583,42594,0
200583,62160,0
200583,92131,0
200583,142250,0
200583,246907,0
200583,289600,0
200583,392805,0
200583,402740,0
200583,427526,0
200583,428461,0
201306,100291,0
201306,155251,0
201306,248151,0
201306,402168,0
202348,62160,0
202348,79490,0
202348,365485,0
202377,46977,0
202377,87159,0
202377,172870,0
202377,197578,0
202377,212811,0
202377,223309,0
202377,230639,0
202377,231345,0
202377,237395,0
202377,287113,0
202377,299681,0
202377,350259,0
202377,412679,0
202900,22945,0
202900,33563,0
202900,56684,0
202900,61903,0
202900,61965,0
202900,85691,0
202900,131469,0
202900,157326,0
202900,179173,0
202900,304367,0
204363,35417,0
204363,108654,0
204363,151336,0
204363,171062,0
204363,225449,0
204363,243749,0
204363,252241,0
204363,260895,0
204363,361748,0
204363,366946,0
204618,1558,0
204618,36712,0
204618,66513,0
204618,86669,0
204618,136475,0
204618,199326,0
204618,236464,0
204618,241208,0
204618,252404,0
204618,267670,0
204618,290127,0
204618,306651,0
204860,62130,0
204860,109611,0
204860,301123,0
204860,368297,0
204860,379834,0
204860,413011,0
205827,2759,0
205827,52795,0
205827,93323,0
205827,172957,0
205827,196876,0
205827,229402,0
205827,280806,0
205827,358467,0
205827,364121,0
205827,397367,0
206270,3541,0
206270,16236,0
206270,27473,0
206270,141649,0
206270,152631,0
206270,192747,0
206270,402571,0
206270,418136,0
207751,19622,0
207751,62130,0
207751,109611,0
207751,138856,0
207751,256006,0
207751,337815,0
207751,368297,0
207751,375581,0
207751,376796,0
207751,379834,0
207751,397367,0
207751,423237,0
207995,35592,0
207995,107311,0
207995,178348,0
207995,209635,0
207995,213985,0
207995,237550,0
207995,311474,0
207995,338734,0
207995,364585,0
208934,4693,0
208934,62111,0
208934,109488,0
208934,132063,0
208934,142250,0
208934,149468,0
208934,190639,0
208934,282434,0
208934,339369,0
208934,394796,0
208934,420967,0
209635,35592,0
209635,178348,0
209635,182164,0
209635,207995,0
209635,213985,0
209635,237550,0
209635,311474,0
209635,364585,0
209635,414288,0
209789,22313,0
209789,26166,0
209789,71431,0
209789,239917,0
209789,266390,0
209789,370077,0
209789,383383,0
210228,97479,0
210228,101400,0
210228,213985,0
210228,270962,0
210228,311474,0
210228,324900,0
210228,338734,0
210228,353226,0
210228,364585,0
211138,20416,0
211138,75455,0
211138,79327,0
211138,82338,0
211138,172870,0
211138,185195,0
211138,229704,0
211138,231345,0
211138,236474,0
211138,247732,0
211138,255954,0
211138,279324,0
211138,319297,0
211688,15415,0
211688,32816,0
211688,45432,0
211688,193265,0
211688,239295,0
211688,263250,0
211688,308629,0
211688,333186,0
212081,2479,0
212081,20188,0
212081,200540,0
212081,260970,0
212081,310863,0
212081,327120,0
212081,379570,0
212809,38850,0
212809,152708,0
212809,181377,0
212809,191269,0
212809,281168,0
212809,304261,0
212809,379014,0
212809,435931,0
212811,1267,0
212811,46977,0
212811,87159,0
212811,202377,0
212811,223309,0
212811,230639,0
212811,288249,0
212811,299681,0
212811,396028,0
212811,412679,0
213985,1117,0
213985,35592,0
213985,207995,0
213985,209635,0
213985,210228,0
213985,237550,0
213985,281499,0
213985,311474,0
213985,364585,0
214289,15415,0
214289,85846,0
214289,132495,0
214289,193265,0
214289,218362,0
214289,308629,0
214289,329312,0
214289,333186,0
214289,394101,0
214289,406463,0
215183,117947,0
215183,143573,0
215183,160187,0
215183,166671,0
215183,179956,0
215183,182164,0
215183,240801,0
215183,297878,0
215183,359588,0
215183,414288,0
216756,160907,0
216756,232034,0
216756,233344,0
216756,246647,0
216756,270962,0
216756,294733,0
216756,319410,0
216756,343961,0
216756,361748,0
218362,2479,0
218362,15415,0
218362,20188,0
218362,85846,0
218362,132495,0
218362,194357,0
218362,214289,0
218362,264093,0
218362,310863,0
218483,12442,0
218483,17220,0
218483,19758,0
218483,63460,0
218483,151336,0
218483,155251,0
218483,160907,0
218483,235592,0
218483,294355,0
218483,313830,0
218483,361748,0
218483,373015,0
218483,377372,0
218952,128328,0
218952,259748,0
218952,279871,0
218952,286261,0
218952,315175,0
218952,381371,0
219581,33683,0
219581,63434,0
219581,105100,0
219581,136173,0
219581,168120,0
219581,323683,0
219581,374125,0
219581,374812,0
219581,408596,0
219757,48255,0
219757,126392,0
219757,176825,0
219757,181329,0
219757,195897,0
219757,264868,0
219757,282061,0
219757,388851,0
219757,403244,0
219757,409233,0
221472,2759,0
221472,9199,0
221472,19622,0
221472,62082,0
221472,181377,0
221472,282133,0
221472,375581,0
221472,397367,0
221472,412942,0
222473,3541,0
222473,5735,0
222473,76626,0
222473,160723,0
222473,243486,0
222473,326937,0
222473,369714,0
222473,393721,0
222473,402571,0
222473,418136,0
223309,46977,0
223309,113062,0
223309,202377,0
223309,212811,0
223309,230639,0
223309,231345,0
223309,237395,0
223309,262971,0
223309,287113,0
223309,299681,0
223309,350259,0
223984,62160,0
223984,79490,0
223984,114518,0
223984,169022,0
223984,302430,0
223984,346944,0
223984,347593,0
225449,19758,0
225449,35417,0
225449,108654,0
225449,151336,0
225449,171062,0
225449,204363,0
225449,243749,0
225449,252241,0
225449,260895,0
225449,294355,0
225449,352093,0
225449,361748,0
226374,2269,0
226374,93774,0
226374,103990,0
226374,138819,0
226374,146679,0
226374,152331,0
226374,188397,0
226374,240844,0
226374,378887,0
229393,4791,0
229393,10620,0
229393,20416,0
229393,82338,0
229393,102609,0
229393,130091,0
229393,166952,0
229393,231345,0
229393,236474,0
229393,255954,0
229393,262971,0
229393,271274,0
229393,371724,0
229393,377293,0
229402,10755,0
229402,44910,0
229402,52795,0
229402,93323,0
229402,138856,0
229402,149468,0
229402,172957,0
229402,205827,0
229402,280806,0
229402,358467,0
229402,364121,0
229402,397367,0
229704,20416,0
229704,59232,0
229704,68285,0
229704,75455,0
229704,128574,0
229704,151130,0
229704,211138,0
229704,236474,0
229704,247732,0
229704,255954,0
229704,264868,0
229704,319297,0
229704,329985,0
229900,98287,0
229900,160907,0
229900,233344,0
229900,382182,0
229900,424868,0
230639,46977,0
230639,113062,0
230639,202377,0
230639,212811,0
230639,223309,0
230639,237395,0
230639,287113,0
230639,288249,0
230639,299681,0
230639,350259,0
230639,412679,0
231345,10620,0
231345,82338,0
231345,113062,0
231345,166952,0
231345,185195,0
231345,202377,0
231345,211138,0
231345,223309,0
231345,229393,0
231345,237395,0
231345,262971,0
231345,287113,0
231345,350259,0
232034,19758,0
232034,160907,0
232034,216756,0
232034,233344,0
232034,235592,0
232034,246647,0
232034,270962,0
232034,294733,0
232034,319410,0
232034,361748,0
232132,3541,0
232132,22313,0
232132,26166,0
232132,32816,0
232132,76626,0
232132,239295,0
232132,266390,0
232132,308629,0
232132,379932,0
232132,383383,0
233344,19758,0
233344,63460,0
233344,160907,0
233344,216756,0
233344,229900,0
233344,232034,0
233344,235592,0
233344,246647,0
233344,313830,0
233344,319410,0
233344,361748,0
233595,48812,0
233595,103973,0
233595,170819,0
233595,299662,0
233595,312763,0
233595,380509,0
234460,35001,0
234460,324564,0
234460,395803,0
234460,407623,0
234460,435063,0
234585,10787,0
234585,42985,0
234585,95209,0
234585,296205,0
234585,319678,0
234585,367017,0
234585,377059,0
234585,425051,0
234784,50342,0
234784,56080,0
234784,81357,0
234784,93774,0
234784,179394,0
234784,194685,0
234784,240844,0
234784,305103,0
234784,365950,0
235592,12442,0
235592,19758,0
235592,63460,0
235592,151336,0
235592,160907,0
235592,218483,0
235592,232034,0
235592,233344,0
235592,260895,0
235592,313830,0
235592,361748,0
235592,373015,0
235592,377372,0
236464,1558,0
236464,36712,0
236464,53760,0
236464,66513,0
236464,199326,0
236464,204618,0
236464,241208,0
236464,267670,0
236464,290127,0
236464,341644,0
236464,383567,0
236464,417868,0
236474,2209,0
236474,4791,0
236474,20416,0
236474,59232,0
236474,75455,0
236474,128574,0
236474,151130,0
236474,211138,0
236474,229393,0
236474,229704,0
236474,255954,0
236474,329985,0
236474,349721,0
236474,371724,0
237395,46977,0
237395,79327,0
237395,82338,0
237395,113062,0
237395,166952,0
237395,185195,0
237395,202377,0
237395,223309,0
237395,230639,0
237395,231345,0
237395,262971,0
237395,287113,0
237395,350259,0
237550,1117,0
237550,35592,0
237550,207995,0
237550,209635,0
237550,213985,0
237550,281499,0
237550,322329,0
237550,363390,0
237550,364585,0
237550,366946,0
237620,3840,0
237620,49796,0
237620,66078,0
237620,84447,0
237620,156440,0
237620,345895,0
238546,21550,0
238546,34184,0
238546,41062,0
238546,57709,0
238546,134370,0
238546,140513,0
238546,268053,0
238546,385158,0
238546,398420,0
239178,59499,0
239178,74008,0
239178,89090,0
239178,155619,0
239178,270511,0
239178,385938,0
239295,3541,0
239295,22313,0
239295,26166,0
239295,32816,0
239295,76626,0
239295,211688,0
239295,232132,0
239295,308629,0
239295,379932,0
239295,402571,0
239917,29561,0
239917,92504,0
239917,209789,0
239917,271715,0
239917,324564,0
239917,431955,0
240801,34184,0
240801,41062,0
240801,166671,0
240801,215183,0
240801,248988,0
240801,297878,0
240801,359588,0
240801,407269,0
240801,414288,0
240844,93774,0
240844,152331,0
240844,179394,0
240844,188397,0
240844,194685,0
240844,226374,0
240844,234784,0
241104,62111,0
241104,92131,0
241104,109611,0
241104,132063,0
241104,142250,0
241104,282434,0
241104,289600,0
241104,379834,0
241104,394796,0
241104,402740,0
241104,420967,0
241104,423237,0
241104,428461,0
241208,36712,0
241208,204618,0
241208,236464,0
241208,290127,0
241208,297259,0
241208,306247,0
241208,306651,0
241208,348496,0
241208,377293,0
241208,380548,0
243486,5735,0
243486,17220,0
243486,127682,0
243486,129332,0
243486,139693,0
243486,160723,0
243486,192747,0
243486,222473,0
243486,294355,0
243486,326937,0
243486,418136,0
243749,45865,0
243749,108654,0
243749,204363,0
243749,225449,0
243749,252241,0
243749,281499,0
243749,322329,0
243749,366946,0
246000,95209,0
246000,151775,0
246000,188661,0
246000,261087,0
246000,273276,0
246000,345323,0
246000,367017,0
246000,434175,0
246647,19758,0
246647,216756,0
246647,232034,0
246647,233344,0
246647,270962,0
246647,294733,0
246647,319410,0
246647,343961,0
246647,361748,0
246907,42594,0
246907,200583,0
246907,289600,0
246907,392805,0
246907,427526,0
247732,20416,0
247732,48255,0
247732,59232,0
247732,75455,0
247732,79327,0
247732,111084,0
247732,185195,0
247732,195897,0
247732,211138,0
247732,229704,0
247732,255954,0
247732,279324,0
247732,319297,0
248151,20399,0
248151,136226,0
248151,155251,0
248151,201306,0
248151,261498,0
248151,402168,0
248988,34184,0
248988,41062,0
248988,57709,0
248988,134370,0
248988,166671,0
248988,240801,0
248988,297878,0
248988,347882,0
248988,358829,0
248988,359588,0
248988,407269,0
251633,72213,0
251633,190189,0
251633,361220,0
251633,425401,0
251704,32613,0
251704,254001,0
251704,256818,0
251704,421954,0
252241,35417,0
252241,45865,0
252241,108654,0
252241,171062,0
252241,204363,0
252241,225449,0
252241,243749,0
252241,269916,0
252241,322329,0
252404,1558,0
252404,66513,0
252404,86669,0
252404,93323,0
252404,93933,0
252404,136475,0
252404,199326,0
252404,204618,0
252404,293862,0
252404,381124,0
252404,398420,0
252404,425293,0
254001,32613,0
254001,48571,0
254001,97371,0
254001,166780,0
254001,170819,0
254001,251704,0
254001,256818,0
254001,257517,0
254001,421954,0
255954,20416,0
255954,59232,0
255954,75455,0
255954,151130,0
255954,166952,0
255954,185195,0
255954,211138,0
255954,229393,0
255954,229704,0
255954,236474,0
255954,247732,0
255954,329985,0
255954,349721,0
256006,19622,0
256006,44910,0
256006,62130,0
256006,109611,0
256006,138856,0
256006,207751,0
256006,358467,0
256006,368297,0
256006,375581,0
256006,376796,0
256006,397367,0
256006,423237,0
256368,79961,0
256368,151775,0
256368,187423,0
256368,273276,0
256368,297114,0
256368,345323,0
256368,417570,0
256551,19822,0
256551,33683,0
256551,45395,0
256551,60033,0
256551,97343,0
256551,105100,0
256551,169425,0
256551,174540,0
256551,288010,0
256551,327697,0
256551,358829,0
256551,437053,0
256818,32613,0
256818,97371,0
256818,166780,0
256818,170819,0
256818,251704,0
256818,254001,0
256818,257517,0
256818,269916,0
256818,421954,0
257517,1117,0
257517,3602,0
257517,45865,0
257517,254001,0
257517,256818,0
257517,269916,0
257517,322329,0
257645,143026,0
257645,191012,0
257645,300795,0
257645,383537,0
259748,218952,0
259748,279871,0
259748,286261,0
259748,315175,0
259748,381371,0
259748,396028,0
260422,53760,0
260422,57064,0
260422,267670,0
260422,290127,0
260422,302725,0
260422,337011,0
260422,341644,0
260422,383567,0
260422,417868,0
260422,420200,0
260895,19758,0
260895,35417,0
260895,108654,0
260895,139693,0
260895,151336,0
260895,171062,0
260895,204363,0
260895,225449,0
260895,235592,0
260895,294355,0
260895,352093,0
260970,2479,0
260970,15415,0
260970,20188,0
260970,212081,0
260970,263250,0
260970,310863,0
260970,379570,0
260995,19622,0
260995,72071,0
260995,75068,0
260995,87836,0
260995,301123,0
260995,337815,0
260995,412942,0
261087,735,0
261087,24724,0
261087,53100,0
261087,83621,0
261087,151775,0
261087,246000,0
261087,278926,0
261087,297114,0
261087,434175,0
261498,17220,0
261498,20399,0
261498,136226,0
261498,160723,0
261498,248151,0
261498,326937,0
262971,10620,0
262971,82338,0
262971,113062,0
262971,130091,0
262971,166952,0
262971,223309,0
262971,229393,0
262971,231345,0
262971,237395,0
262971,271274,0
262971,287113,0
263250,16236,0
263250,45432,0
263250,152631,0
263250,211688,0
263250,260970,0
263250,351795,0
263250,379570,0
264093,2479,0
264093,85846,0
264093,194357,0
264093,218362,0
264093,310863,0
264321,159614,0
264321,181329,0
264321,189436,0
264321,282061,0
264321,318617,0
264321,355604,0
264321,358494,0
264321,373935,0
264321,376727,0
264321,381741,0
264321,388851,0
264321,403244,0
264868,48255,0
264868,68285,0
264868,75455,0
264868,108596,0
264868,176825,0
264868,195897,0
264868,219757,0
264868,229704,0
264868,351726,0
264868,378939,0
264868,403244,0
264868,409233,0
266390,22313,0
266390,26166,0
266390,71431,0
266390,193265,0
266390,209789,0
266390,232132,0
266390,370077,0
266390,383383,0
266390,406463,0
267670,1558,0
267670,36712,0
267670,52795,0
267670,53760,0
267670,86669,0
267670,199326,0
267670,204618,0
267670,236464,0
267670,260422,0
267670,290127,0
267670,341644,0
267670,417868,0
268053,21550,0
268053,21874,0
268053,134370,0
268053,140513,0
268053,238546,0
268053,293862,0
268053,379014,0
268053,381124,0
268053,385158,0
269916,45865,0
269916,252241,0
269916,256818,0
269916,257517,0
269916,322329,0
270511,74008,0
270511,89090,0
270511,239178,0
270962,210228,0
270962,216756,0
270962,232034,0
270962,246647,0
270962,294733,0
270962,319410,0
270962,343961,0
270962,353226,0
270962,364585,0
271274,4791,0
271274,10620,0
271274,82338,0
271274,102609,0
271274,112234,0
271274,113062,0
271274,130091,0
271274,166952,0
271274,229393,0
271274,262971,0
271274,371724,0
271715,29561,0
271715,92504,0
271715,239917,0
271715,324564,0
271715,431955,0
271715,435063,0
272036,38850,0
272036,143573,0
272036,179173,0
272036,179956,0
272036,273857,0
272036,282944,0
272036,308323,0
272036,323643,0
272036,393446,0
273276,151775,0
273276,187423,0
273276,188661,0
273276,246000,0
273276,256368,0
273276,297114,0
273276,345323,0
273857,38850,0
273857,40346,0
273857,61903,0
273857,122406,0
273857,272036,0
273857,323643,0
273857,435931,0
278926,735,0
278926,24724,0
278926,53100,0
278926,113344,0
278926,168120,0
278926,261087,0
278926,324678,0
279324,75455,0
279324,79327,0
279324,111084,0
279324,159614,0
279324,172870,0
279324,185195,0
279324,197578,0
279324,211138,0
279324,247732,0
279324,319297,0
279324,373935,0
279324,388851,0
279324,403244,0
279871,159614,0
279871,189436,0
279871,218952,0
279871,259748,0
279871,286261,0
279871,315175,0
279871,355604,0
279871,373935,0
279871,381371,0
279871,402610,0
280806,2759,0
280806,44910,0
280806,62082,0
280806,93323,0
280806,172957,0
280806,205827,0
280806,229402,0
280806,358467,0
280806,364121,0
280806,375581,0
280806,397367,0
281168,152708,0
281168,181377,0
281168,191269,0
281168,212809,0
281168,282133,0
281168,304261,0
281168,379014,0
281168,435931,0
281499,1117,0
281499,108654,0
281499,213985,0
281499,237550,0
281499,243749,0
281499,322329,0
281499,364585,0
281499,366946,0
282061,126392,0
282061,181329,0
282061,219757,0
282061,264321,0
282061,318617,0
282061,355604,0
282061,358494,0
282061,376727,0
282061,381741,0
282061,388851,0
282061,403244,0
282133,2759,0
282133,9199,0
282133,62082,0
282133,107478,0
282133,181377,0
282133,191269,0
282133,221472,0
282133,281168,0
282133,304261,0
282434,62111,0
282434,92131,0
282434,109611,0
282434,132063,0
282434,142250,0
282434,190639,0
282434,208934,0
282434,241104,0
282434,289600,0
282434,376796,0
282434,394796,0
282434,402740,0
282434,420967,0
282434,423237,0
282944,143573,0
282944,152708,0
282944,179956,0
282944,272036,0
282944,297878,0
282944,308323,0
282944,379014,0
282944,393446,0
282944,435931,0
286261,111084,0
286261,159614,0
286261,189436,0
286261,197578,0
286261,218952,0
286261,259748,0
286261,279871,0
286261,315175,0
286261,355604,0
286261,373935,0
286261,381371,0
286261,402610,0
287113,10620,0
287113,82338,0
287113,113062,0
287113,202377,0
287113,223309,0
287113,230639,0
287113,231345,0
287113,237395,0
287113,262971,0
287113,299681,0
287113,350259,0
288010,45395,0
288010,54919,0
288010,84414,0
288010,148722,0
288010,151655,0
288010,169425,0
288010,256551,0
288010,337698,0
288010,347882,0
288010,358829,0
288249,1267,0
288249,46977,0
288249,87159,0
288249,212811,0
288249,230639,0
288249,299681,0
288249,396028,0
288249,412679,0
289600,42594,0
289600,92131,0
289600,142250,0
289600,200583,0
289600,241104,0
289600,246907,0
289600,282434,0
289600,379834,0
289600,392805,0
289600,402740,0
289600,413011,0
289600,428461,0
290127,1558,0
290127,36712,0
290127,53760,0
290127,204618,0
290127,236464,0
290127,241208,0
290127,260422,0
290127,267670,0
290127,337011,0
290127,341644,0
290127,348496,0
290127,383567,0
290127,417868,0
293862,21550,0
293862,21874,0
293862,93933,0
293862,196876,0
293862,252404,0
293862,268053,0
293862,381124,0
293862,385158,0
293862,398420,0
293862,425293,0
294355,35417,0
294355,43379,0
294355,127682,0
294355,129332,0
294355,139693,0
294355,151336,0
294355,218483,0
294355,225449,0
294355,243486,0
294355,260895,0
294355,352093,0
294355,377372,0
294733,216756,0
294733,232034,0
294733,246647,0
294733,270962,0
294733,319410,0
294733,343961,0
294733,361748,0
296205,10787,0
296205,234585,0
296205,314421,0
296205,319678,0
296205,326133,0
296205,377059,0
296205,425051,0
297114,735,0
297114,24724,0
297114,151775,0
297114,187423,0
297114,256368,0
297114,261087,0
297114,273276,0
297114,345323,0
297114,417570,0
297259,89976,0
297259,102609,0
297259,112234,0
297259,241208,0
297259,306247,0
297259,306651,0
297259,371724,0
297259,377293,0
297259,380548,0
297878,117947,0
297878,134370,0
297878,143573,0
297878,166671,0
297878,179956,0
297878,215183,0
297878,240801,0
297878,248988,0
297878,282944,0
297878,308323,0
297878,359588,0
297878,407269,0
299662,48571,0
299662,48812,0
299662,103973,0
299662,127935,0
299662,166780,0
299662,170819,0
299662,233595,0
299662,312763,0
299681,1267,0
299681,46977,0
299681,87159,0
299681,202377,0
299681,212811,0
299681,223309,0
299681,230639,0
299681,287113,0
299681,288249,0
299681,350259,0
299681,412679,0
300795,143026,0
300795,257645,0
300795,383537,0
301123,19622,0
301123,62130,0
301123,75068,0
301123,204860,0
301123,260995,0
301123,337815,0
301123,368297,0
302430,62160,0
302430,114518,0
302430,169022,0
302430,223984,0
302430,339369,0
302430,346944,0
302430,347593,0
302725,10755,0
302725,52795,0
302725,53760,0
302725,57064,0
302725,70494,0
302725,75281,0
302725,260422,0
302725,341644,0
302725,361092,0
304261,2759,0
304261,21874,0
304261,62082,0
304261,152708,0
304261,181377,0
304261,191269,0
304261,196876,0
304261,212809,0
304261,281168,0
304261,282133,0
304261,379014,0
304367,22945,0
304367,33563,0
304367,61903,0
304367,61965,0
304367,131469,0
304367,157326,0
304367,179173,0
304367,202900,0
305103,50342,0
305103,52049,0
305103,56080,0
305103,81357,0
305103,129531,0
305103,179540,0
305103,234784,0
305103,365950,0
305103,367653,0
305908,63335,0
305908,160302,0
305908,164412,0
305908,194592,0
306247,2209,0
306247,4791,0
306247,102609,0
306247,112234,0
306247,241208,0
306247,297259,0
306247,306651,0
306247,348496,0
306247,371724,0
306247,377293,0
306247,380548,0
306651,36712,0
306651,66513,0
306651,89976,0
